character,pinyin,translation,category,level
会议,huìyì,meeting,Noun,3
或,huò,or,Adverb/Conjunction,3
或者,huòzhě,or,Conjunction,3
鸡,jī,chicken,Noun,3
几乎,jīhū,almost,Adverb,3
机会,jīhuì,opportunity,Noun,3
极,jí,extremely,Adverb,3
急,jí,urgent,Verb/Adjective,3
记,jì,to remember,Verb,3
季,jì,season,Noun,3
季节,jìjié,season,Noun,3
加,jiā,to add,Verb,3
假期,jiàqī,vacation,Noun,3
坚持,jiānchí,to persist,Verb,3
检查,jiǎnchá,"to check, to inspect",Verb,3
简单,jiǎndān,simple,Adjective,3
检票,jiǎnpiào,ticket checking,Verb,3
健康,jiànkāng,healthy,Adjective,3
见面,jiànmiàn,to meet,Verb,3
讲,jiǎng,"to speak, to talk",Verb,3
角,jiǎo,"measure word for fractions, angle, currency",Classifier,3
脚,jiǎo,foot,Noun,3
接,jiē,"to pick up, to receive",Verb,3
街,jiē,street,Noun,3
节,jié,"measure word for segments, sections, lessons",Noun/Verb/Classifier,3
结婚,jiéhūn,to marry,Verb,3
节目,jiémù,program,Noun,3
节日,jiérì,festival,Noun,3
结束,jiéshù,to end,Verb,3
解决,jiějué,to solve,Verb,3
姐妹,jiěmèi,sister,Noun,3
借,jiè,to borrow,Verb,3
斤,jīn,catty,Classifier,3
经过,jīngguò,to pass,Noun/Verb,3
经理,jīnglǐ,manager,Noun,3
久,jiǔ,long,Adjective,3
酒,jiǔ,alcohol,Noun,3
旧,jiù,old,Adjective,3
句,jù,measure word of sentence,Classifier,3
句子,jùzi,sentence,Noun,3
决定,juédìng,to decide,Noun/Verb,3
卡,kǎ,card,Noun,3
开花,kāihuā,to bloom,Verb,3
开会,kāihuì,to have a meeting,Verb,3
开机,kāijī,to turn on device,Verb,3
开心,kāixīn,happy,Adjective,3
看来,kànlái,"it seems, it appears",Verb,3
可,kě,but,Adverb/Conjunction,3
渴,kě,thirsty,Adjective,3
可爱,kě'ài,lovely,Adjective,3
可是,kěshì,but,Conjunction,3
刻,kè,quarter,Verb/Classifier,3
课本,kèběn,textbook,Noun,3
客人,kèrén,guest,Noun,3
课文,kèwén,text,Noun,3
空调,kōngtiáo,air conditioner,Noun,3
哭,kū,to cry,Verb,3
筷子,kuàizi,chopsticks,Noun,3
矿泉水,kuàngquánshuǐ,mineral water,Noun,3
来自,láizì,to come from,Verb,3
蓝,lán,blue,Adjective,3
老,lǎo,"old, aged",Adjective/Adverb/Prefix,3
老人,lǎorén,elderly person,Noun,3
离开,líkāi,to leave,Verb,3
礼物,lǐwù,gift,Noun,3
历史,lìshǐ,history,Noun,3
脸,liǎn,face,Noun,3
练,liàn,to practice,Verb,3
练习,liànxí,to practice,Noun/Verb,3
凉快,liángkuai,cool,Adjective,3
辆,liàng,measure word for vehicles,Classifier,3
聊,liáo,to chat,Verb,3
聊天儿,liáotiānr,to chat,Verb,3
了解,liǎojiě,to understand,Verb,3
邻居,línjū,neighbor,Noun,3
留学,liúxué,to study abroad,Verb,3
留学生,liúxuéshēng,overseas student,Noun,3
楼梯,lóutī,stairs,Noun,3
路边,lùbiān,roadside,Noun,3
路口,lùkǒu,intersection,Noun,3
马,mǎ,horse,Noun,3
马路,mǎlù,road,Noun,3
马上,mǎshàng,immediately,Adverb,3
满意,mǎnyì,satisfied,Verb,3
毛,máo,measure word for money,Noun/Classifier,3
米,mǐ,meter,Classifier,3
面前,miànqián,in front of,Noun,3
明白,míngbai,to understand,Verb/Adjective,3
名单,míngdān,name list,Noun,3
名人,míngrén,famous person,Noun,3
南,nán,south,Noun,3
难,nán,difficult,Verb/Adjective,3
南方,nánfāng,south,Noun,3
难过,nán guò,sad,Adjective,3
难看,nánkàn,ugly,Adjective,3
男人,nánrén,man,Noun,3
男生,nánshēng,boy student,Noun,3
难题,nántí,difficult problem,Noun,3
难听,nántīng,unpleasant to hear,Adjective,3
年级,niánjí,grade,Noun,3
年轻,niánqīng,young,Adjective,3
牛,niú,cow,Noun/Adjective,3
努力,nǔlì,to work hard,Verb/Adjective,3
女人,nǚrén,woman,Noun,3
女生,nǚshēng,girl student,Noun,3
爬,pá,to climb,Verb,3
怕,pà,to fear,Verb/Adverb,3
拍照,pāizhào,to take a photo,Verb,3
盘子,pánzi,plate,Noun,3
胖,pàng,fat,Adjective,3
啤酒,píjiǔ,beer,Noun,3
平时,píngshí,usually,Noun,3
瓶子,píngzi,bottle,Noun,3
骑,qí,to ride,Verb,3
奇怪,qíguài,strange,Adjective,3
其实,qíshí,actually,Adverb,3
其他,qítā,other,Pronoun,3
起,qǐ,"to rise, to get up",Verb/Classifier,3
起飞,qǐfēi,to take off,Verb,3
汽车,qìchē,car,Noun,3
铅笔,qiānbǐ,pencil,Noun,3
前年,qiánnián,the year before last,Noun,3
前天,qiántiān,the day before yesterday,Noun,3
清楚,qīngchu,"clear, obvious",Verb/Adjective,3
请假,qǐngjià,to ask for leave,Verb,3
请客,qǐngkè,"to invite guests, to treat someone",Verb,3
秋天,qiūtiān,autumn,Noun,3
球场,qiúchǎng,"sports field, court",Noun,3
裙子,qúnzi,skirt,Noun,3
然后,ránhòu,"then, afterwards",Conjunction,3
热情,rèqíng,enthusiastic,Adjective,3
认得,rènde,"to recognize, to know",Verb,3
认为,rènwéi,"to think, to consider",Verb,3
认真,rènzhēn,"serious, earnest",Adjective,3
容易,róngyì,easy,Adjective,3
如果,rúguǒ,if,Conjunction,3
伞,sǎn,umbrella,Noun,3
扫,sǎo,to sweep,Verb,3
沙发,shāfā,sofa,Noun,3
山,shān,mountain,Noun,3
上衣,shàngyī,"jacket, top garment",Noun,3
勺子,sháozi,spoon,Noun,3
身边,shēnbiān,by one's side,Noun,3
身高,shēngāo,height,Noun,3
声,shēng,"sound, voice",Noun/Classifier,3
生活,shēnghuó,life,Noun/Verb,3
生气,shēngqì,to get angry,Verb,3
声音,shēngyīn,sound,Noun,3
市,shì,city,Noun,3
试,shì,to try,Verb,3
室,shì,room,Noun,3
世界,shìjiè,world,Noun,3
收,shōu,to receive,Verb,3
收到,shōudào,to receive,Verb,3
受,shòu,"to receive, to be affected",Verb,3
瘦,shòu,"thin, slim",Adjective,3
受到,shòudào,"to receive, to be subjected to",Verb,3
叔叔,shūshu,uncle,Noun,3
树,shù,tree,Noun,3
数学,shùxué,mathematics,Noun,3
刷,shuā,"to brush, to scrub",Verb,3
双,shuāng,"pair, measure word for pairs",Classifier,3
水平,shuǐpíng,"level, standard",Noun,3
司机,sījī,driver,Noun,3
四季,sìjì,four seasons,Noun,3
太阳,tài yáng,sun,Noun,3
糖,táng,"candy, sugar",Noun,3
特别,tèbié,special,Adjective/Adverb,3
提高,tígāo,"to raise, to improve",Verb,3
体育,tǐyù,physical education,Noun,3
体育馆,tǐyùguǎn,gymnasium,Noun,3
甜,tián,sweet,Adjective,3
跳,tiào,to jump,Verb,3
听说,tīngshuō,to hear said,Verb,3
挺,tǐng,"quite, rather",Verb/Adverb,3
同事,tóngshì,colleague,Noun,3
同意,tóngyì,to agree,Verb,3
头发,tóufa,hair,Noun,3
突然,tūrán,sudden,Adjective,3
图书馆,túshūguǎn,library,Noun,3
腿,tuǐ,leg,Noun,3
外地,wàidì,other place,Noun,3
外卖,wàimài,takeaway,Noun/Verb,3
外语,wàiyǔ,foreign language,Noun,3
完成,wánchéng,to complete,Verb,3
碗,wǎn,bowl,Noun,3
晚点,wǎndiǎn,to be late,Verb,3
晚会,wǎnhuì,evening party,Noun,3
网球,wǎngqiú,tennis,Noun,3
网站,wǎngzhàn,website,Noun,3
忘记,wàngjì,to forget,Verb,3
为,wèi,"for, because of, to",Preposition,3
为了,wèile,in order to,Preposition,3
卫生间,wèishēngjiān,"bathroom, restroom",Noun,3
文化,wénhuà,culture,Noun,3
屋子,wūzi,"room, house",Noun,3
西,xī,west,Noun,3
西北,xīběi,northwest,Noun,3
西方,xīfāng,west,Noun,3
西瓜,xīguā,watermelon,Noun,3
西南,xīnán,southwest,Noun,3
习惯,xíguàn,to be used to,Noun/Verb,3
喜爱,xǐ'ài,"to like, to love",Verb,3
洗衣机,xǐyījī,washing machine,Noun,3
洗澡,xǐzǎo,to take a bath,Verb,3
夏天,xiàtiān,summer,Noun,3
先,xiān,"first, before",Adverb,3
香蕉,xiāngjiāo,banana,Noun,3
相信,xiāngxìn,to believe,Verb,3
箱子,xiāngzi,"box, case",Noun,3
向,xiàng,"to face, to turn toward",Verb/Preposition,3
像,xiàng,"to resemble, to be like",Noun/Verb/Adverb,3
相机,xiàngjī,camera,Noun,3
小区,xiǎoqū,residential community,Noun,3
小心,xiǎoxīn,to be careful,Verb/Adjective,3
校园,xiàoyuán,campus,Noun,3
校长,xiàozhǎng,"principal, headmaster",Noun,3
鞋,xié,shoe,Noun,3
心里,xīnli,"heart, mind",Noun,3
新年,xīnnián,New Year,Noun,3
新闻,xīnwén,news,Noun,3
新鲜,xīnxiān,fresh,Adjective,3
信,xìn,to believe,Noun/Verb,3
信用卡,xìnyòngkǎ,credit card,Noun,3
行,xíng,to go,Verb/Adjective,3
行李,xíngli,luggage,Noun,3
兴趣,xìngqù,interest,Noun,3
休假,xiūjià,to take a holiday,Verb,3
需要,xūyào,to need,Noun/Verb,3
选,xuǎn,to choose,Verb,3
选择,xuǎnzé,to choose,Verb,3
学期,xuéqī,semester,Noun,3
牙,yá,tooth,Noun,3
牙刷,yáshuā,toothbrush,Noun,3
羊,yáng,sheep,Noun,3
养,yǎng,"to raise, to keep",Verb,3
要求,yāoqiú,to demand,Noun/Verb,3
页,yè,measure word for page,Classifier,3
一定,yídìng,certain,Adjective/Adverb,3
一共,yígòng,"altogether, in total",Adverb,3
一块儿,yíkuàir,the same place,Noun/Adverb,3
一样,yíyàng,same,Adjective,3
以后,yǐhòu,"later, after",Noun,3
以前,yǐqián,before,Noun,3
以上,yǐshàng,"above, more than",Noun,3
以外,yǐwài,"except, besides",Noun,3
以为,yǐwéi,"to think, to believe",Verb,3
以下,yǐxià,"below, less than",Noun,3
一般,yìbān,"general, ordinary",Adjective,3
一边,yìbiān,at the same time,Adverb,3
一直,yìzhí,"always, straight",Adverb,3
音乐,yīnyuè,music,Noun,3
银行,yínháng,bank,Noun,3
银行卡,yínhángkǎ,bank card,Noun,3
饮料,yǐnliào,beverage,Noun,3
应该,yīnggāi,"should, ought to",Verb,3
影响,yǐngxiǎng,to affect,Noun/Verb,3
用,yòng,to use,Verb,3
邮件,yóujiàn,mail,Noun,3
游客,yóukè,tourist,Noun,3
游戏,yóuxì,game,Noun,3
邮箱,yóuxiàng,mailbox,Noun,3
有关,yǒuguān,to have to do with,Verb/Preposition,3
有名,yǒumíng,famous,Adjective,3
有用,yǒuyòng,useful,Adjective,3
又,yòu,"again, also",Adverb,3
羽毛球,yǔmáoqiú,badminton,Noun,3
语言,yǔyán,language,Noun,3
雨衣,yǔyī,raincoat,Noun,3
遇到,yùdào,to encounter,Verb,3
遇见,yùjiàn,to meet,Verb,3
园,yuán,garden,Noun,3
员,yuán,suffix for person with a certain job,Suffix,3
愿意,yuànyì,willing,Verb,3
越,yuè,"more, increasingly",Adverb,3
月亮,yuèliang,moon,Noun,3
运动会,yùndònghuì,sports meet,Noun,3
运动员,yùndòngyuán,athlete,Noun,3
咱们,zánmen,we,Pronoun,3
脏,zāng,dirty,Adjective,3
怎么办,zěnme bàn,what to do,Phrase,3
怎样,zěnyàng,how,Pronoun,3
站,zhàn,to stand,Noun/Verb,3
张,zhāng,to open,Verb/Classifier,3
长,zhǎng,to grow,Verb/Suffix,3
着急,zháojí,anxious,Adjective,3
照,zhào,"to shine, to photograph",Verb,3
照顾,zhàogù,to take care of,Verb,3
照片,zhàopiàn,photo,Noun,3
照相,zhàoxiàng,to take a picture,Verb,3
直到,zhídào,until,Verb,3
只,zhǐ,"only, merely",Adverb,3
纸,zhǐ,paper,Noun,3
只能,zhǐ néng,can only,Verb,3
只是,zhǐshì,"only, merely",Adverb/Conjunction,3
只要,zhǐyào,as long as,Conjunction,3
只有,zhǐyǒu,only if,Conjunction,3
中,zhōng,middle,Noun,3
中间,zhōngjiān,"middle, between",Noun,3
终于,zhōngyú,finally,Adverb,3
种,zhǒng,measure word for kinds,Classifier,3
重要,zhòngyào,important,Adjective,3
周末,zhōumò,weekend,Noun,3
主要,zhǔyào,main,Adjective,3
注意,zhùyì,to pay attention to,Verb,3
住院,zhùyuàn,to be hospitalized,Verb,3
字典,zìdiǎn,dictionary,Noun,3
自行车,zìxíngchē,bicycle,Noun,3
子,zǐ,noun suffix,Suffix,3
总,zǒng,"always, invariably",Verb/Adjective/Adverb,3
总是,zǒngshì,always,Adverb,3
嘴,zuǐ,mouth,Noun,3
最好,zuìhǎo,best,Adverb,3
最后,zuìhòu,"last, final",Noun,3
最近,zuìjìn,recently,Noun,3
做客,zuòkè,to be a guest,Verb,3
作业,zuòyè,homework,Noun,3
啊,ā,ah,Interjection,4
爱情,ài qíng,romantic love,Noun,4
爱心,ài xīn,compassion,Noun,4
安检,ān jiǎn,security check,Verb,4
安排,ān pái,to arrange,Verb,4
按,àn,to press,Verb/Preposition,4
按时,àn shí,on time,Adverb,4
按照,àn zhào,according to,Preposition,4
白酒,bái jiǔ,liquor,Noun,4
办公,bàn gōng,to handle official business,Verb,4
办理,bàn lǐ,to handle,Verb,4
办事,bàn shì,to handle matters,Verb,4
棒,bàng,great,Adjective,4
保护,bǎo hù,to protect,Verb,4
保证,bǎo zhèng,to guarantee,Noun/Verb,4
抱,bào,to hold,Verb,4
报考,bào kǎo,to apply for an exam,Verb,4
报名,bào míng,to sign up,Verb,4
抱歉,bào qiàn,sorry,Adjective,4
背,bēi,to carry on the back,Verb,4
背包,bēi bāo,backpack,Noun,4
北部,běi bù,northern part,Noun,4
倍,bèi,times,Classifier,4
本科,běn kē,undergraduate program,Noun,4
本来,běn lái,original,Adjective/Adverb,4
笨,bèn,stupid,Adjective,4
鼻子,bí zi,nose,Noun,4
笔试,bǐ shì,written test,Verb,4
毕业,bì yè,to graduate,Verb,4
毕业生,bì yè shēng,graduate,Noun,4
便于,biàn yú,to be convenient for,Verb,4
标准,biāo zhǔn,standard,Noun/Adjective,4
表,biāo,watch,Noun/Verb,4
表格,biǎo gé,form,Noun,4
表示,biǎo shì,to express,Verb,4
表现,biǎo xiàn,to show,Verb,4
表扬,biǎo yáng,to praise,Verb,4
饼干,bǐng gān,biscuit,Noun,4
并,bìng,to combine,Verb/Adverb/Conjunction,4
并且,bìng qiě,and,Conjunction,4
播放,bō fàng,to broadcast,Verb,4
博士,bó shì,doctor (PhD),Noun,4
不必,bú bì,need not,Adverb,4
不便,bú biàn,inconvenient,Verb/Adjective,4
不断,bú duàn,continuous,Verb/Adverb,4
不够,bú gòu,not enough,Verb/Adverb,4
不过,bú guò,but,Adverb/Conjunction,4
不论,bú lùn,no matter,Conjunction,4
步,bù,step,Noun,4
部,bù,department,Noun/Classifier,4
不得不,bù dé bù,have to,Adverb,4
部分,bù fen,part,Noun,4
不管,bù guǎn,no matter,Conjunction,4
不光,bù guāng,not only,Adverb/Conjunction,4
不仅,bù jǐn,not only,Conjunction,4
不满,bù mǎn,dissatisfied,Adjective,4
部门,bù mén,department,Noun,4
不如,bù rú,not as good as,Verb,4
擦,cā,to wipe,Verb,4
猜,cāi,to guess,Verb,4
材料,cái liào,material,Noun,4
参观,cān guān,to visit,Verb,4
参赛,cān sài,to enter a competition,Verb,4
餐厅,cān tīng,restaurant,Noun,4
操场,cāo chǎng,playground,Noun,4
厕所,cè suǒ,toilet,Noun,4
查看,chá kàn,to check,Verb,4
茶叶,chá yè,tea leaf,Noun,4
查找,chá zhǎo,to search for,Verb,4
差点儿,chà diǎnr,poor,Adjective/Adverb,4
产生,chǎn shēng,to produce,Verb,4
厂,chǎng,factory,Noun,4
场,chǎng,measure word for events/performances,Classifier,4
超过,chāo guò,to exceed,Verb,4
车速,chē sù,vehicle speed,Noun,4
车位,chē wèi,parking space,Noun,4
城,chéng,city,Noun,4
乘,chéng,to ride,Verb,4
成功,chéng gōng,to succeed,Verb/Adjective,4
乘客,chéng kè,passenger,Noun,4
诚实,chéng shí,honest,Adjective,4
成为,chéng wéi,to become,Verb,4
乘坐,chéng zuò,to ride,Verb,4
吃惊,chī jīng,to be startled,Verb,4
迟,chí,late,Adjective,4
重,chóng,again,Verb/Adverb,4
重新,chóng xīn,again,Adverb,4
出差,chū chāi,to go on a business trip,Verb,4
出口,chū kǒu,exit,Noun/Verb,4
出现,chū xiàn,to appear,Verb,4
出行,chū xíng,to travel,Verb,4
出租,chū zū,to rent out,Verb,4
厨房,chú fáng,kitchen,Noun,4
厨师,chú shī,chef,Noun,4
窗,chuāng,window,Noun,4
窗户,chuāng hu,window,Noun,4
吹,chuī,to blow,Verb,4
词语,cí yǔ,word,Noun,4
此,cǐ,this,Pronoun,4
此次,cǐ cì,this time,Noun,4
此外,cǐ wài,besides,Conjunction,4
从此,cóng cǐ,from then on,Adverb,4
从来,cóng lái,always,Adverb,4
从中,cóng zhōng,from among,Adverb,4
粗,cū,coarse,Adjective,4
粗心,cū xīn,careless,Adjective,4
村,cūn,village,Noun,4
存,cún,to store,Verb,4
错过,cuò guò,to miss,Verb,4
错误,cuò wù,wrong,Noun/Adjective,4
答应,dā ying,to agree,Verb,4
答,dá,to answer,Verb,4
答案,dá àn,answer,Noun,4
达到,dá dào,to reach,Verb,4
打招呼,dǎ zhāo hu,to greet,Phrase,4
打败,dǎ bài,to defeat,Verb,4
打工,dǎ gōng,to work a temporary job,Verb,4
打扰,dǎ rǎo,to disturb,Verb,4
打印,dǎ yìn,to print,Verb,4
打印机,dǎ yìn jī,printer,Noun,4
打折,dǎ zhé,to give a discount,Verb,4
打针,dǎ zhēn,to get an injection,Verb,4
大巴,dà bā,large bus,Noun,4
大大,dà dà,greatly,Adverb,4
大夫,dài fu,doctor (medical),Noun,4
大量,dà liàng,large quantity,Adjective,4
大赛,dà sài,major competition,Noun,4
大厅,dà tīng,hall,Noun,4
大约,dà yuē,approximately,Adverb,4
大自然,dà zì rán,nature,Noun,4
待,dāi,to stay,Verb,4
戴,dài,to wear,Verb,4
袋子,dài zi,bag,Noun,4
单位,dān wèi,unit,Noun,4
当,dāng,to serve as,Verb/Preposition,4
当时,dāng shí,at that time,Noun,4
刀,dāo,knife,Noun,4
导游,dǎo yóu,tour guide,Noun/Verb,4
倒,dào,to fall,Verb/Adverb,4
道,dào,path,Noun/Classifier,4
到底,dào dǐ,finally,Adverb,4
到来,dào lái,to arrive,Verb,4
道路,dào lù,road,Noun,4
道歉,dào qiàn,to apologize,Verb,4
得意,dé yì,proud,Adjective,4
登机,dēng jī,to board a plane,Verb,4
等,děng,and so on,Classifier,4
等到,děng dào,until,Preposition,4
低,dī,low,Verb/Adjective,4
低价,dī jià,low price,Noun,4
低温,dī wēn,low temperature,Noun,4
低于,dī yú,to be lower than,Verb,4
底,dǐ,bottom,Noun,4
底下,dǐ xia,below,Noun,4
地球,dì qiú,earth,Noun,4
地址,dì zhǐ,address,Noun,4
点名,diǎn míng,to call the roll,Verb,4
点头,diǎn tóu,to nod,Verb,4
电动车,diàn dòng chē,electric vehicle,Noun,4
电视剧,diàn shì jù,TV drama,Noun,4
掉,diào,to fall,Verb,4
调查,diào chá,to investigate,Verb,4
订,dìng,to order,Verb,4
定,dìng,to fix,Verb,4
东部,dōng bù,eastern part,Noun,4
动车,dòng chē,high-speed train,Noun,4
动作,dòng zuò,movement,Noun,4
读者,dú zhě,reader,Noun,4
堵车,dǔ chē,traffic jam,Verb,4
度假,dù jià,to go on vacation,Verb,4
肚子,dù zi,belly,Noun,4
短信,duǎn xìn,text message,Noun,4
队,duì,team,Noun/Classifier,4
对方,duì fāng,the other party,Noun,4
对面,duì miàn,opposite side,Noun,4
对于,duì yú,regarding,Preposition,4
队员,duì yuán,team member,Noun,4
队长,duì zhǎng,team leader,Noun,4
顿,dùn,measure word for meals/scolding,Classifier,4
多么,duō me,how,Adverb,4
多数,duō shù,majority,Noun,4
多样,duō yàng,diverse,Adjective,4
而,ér,but,Conjunction,4
儿童,ér tóng,child,Noun,4
发出,fā chū,to send out,Verb,4
发送,fā sòng,to send,Verb,4
法,fǎ,law,Noun,4
法律,fǎ lǜ,law,Noun,4
翻译,fān yì,to translate,Noun/Verb,4
烦,fán,annoyed,Verb/Adjective,4
烦恼,fán nǎo,worried,Adjective,4
反对,fǎn duì,to oppose,Verb,4
方面,fāng miàn,aspect,Noun,4
方式,fāng shì,way,Noun,4
房东,fáng dōng,landlord,Noun,4
房租,fáng zū,rent,Noun,4
放弃,fàng qì,to give up,Verb,4
放松,fàng sōng,to relax,Verb,4
费,fèi,fee,Noun/Verb,4
费用,fèi yong,cost,Noun,4
分数,fēn shù,score,Noun,4
分为,fēn wéi,to be divided into,Verb,4
份,fèn,measure word for copies/shares,Classifier,4
丰富,fēng fù,rich,Adjective,4
风景,fēng jǐng,scenery,Noun,4
否则,fǒu zé,otherwise,Conjunction,4
幅,fú,measure word for paintings/photos,Classifier,4
符合,fú hé,to conform to,Verb,4
付,fù,to pay,Verb,4
父母,fù mǔ,parents,Noun,4
父女,fù nǚ,father and daughter,Noun,4
父亲,fù qīn,father,Noun,4
复印,fù yìn,to photocopy,Verb,4
复杂,fù zá,complicated,Adjective,4
负责,fù zé,to be responsible,Verb/Adjective,4
负责人,fù zé rén,person in charge,Noun,4
父子,fù zǐ,father and son,Noun,4
改,gǎi,to change,Verb,4
改变,gǎi biàn,to change,Verb,4
干,gān,dry,Noun/Adjective,4
干杯,gān bēi,to toast,Verb,4
赶,gǎn,to hurry,Verb,4
敢,gǎn,to dare,Verb,4
感,gǎn,sense,Suffix,4
感动,gǎn dòng,moved,Verb/Adjective,4
赶紧,gǎn jǐn,quickly,Adverb,4
感觉,gǎn jué,feeling,Noun/Verb,4
赶快,gǎn kuài,quickly,Adverb,4
感情,gǎn qíng,emotion,Noun,4
感人,gǎn rén,touching,Adjective,4
赶上,gǎn shàng,to catch up,Verb,4
感受,gǎn shòu,feeling,Noun/Verb,4
感谢,gǎn xiè,to thank,Verb,4
干活儿,gàn huór,to work,Verb,4
钢琴,gāng qín,piano,Noun,4
高价,gāo jià,high price,Noun,4
高考,gāo kǎo,Gaokao,Noun,4
高速,gāo sù,high speed,Adjective,4
高温,gāo wēn,high temperature,Noun,4
高于,gāo yú,higher than,Verb,4
胳膊,gē bo,arm,Noun,4
歌声,gē shēng,sound of singing,Noun,4
歌手,gē shǒu,singer,Noun,4
各,gè,each,Adverb/Pronoun,4
各地,gè dì,various places,Noun,4
各个,gè gè,each,Adverb,4
各位,gè wèi,everyone,Pronoun,4
各种,gè zhǒng,various kinds,Adjective,4
更加,gèng jiā,more,Adverb,4
工厂,gōng chǎng,factory,Noun,4
功夫,gōng fu,kung fu,Noun,4
公共,gōng gòng,public,Adjective,4
功课,gōng kè,schoolwork,Noun,4
公里,gōng lǐ,kilometer,Classifier,4
公路,gōng lù,highway,Noun,4
工人,gōng rén,worker,Noun,4
工资,gōng zī,wage,Noun,4
共,gòng,together,Adverb,4
共同,gòng tóng,common,Adjective,4
够,gòu,enough,Verb/Adverb,4
购买,gòu mǎi,to purchase,Verb,4
购物,gòu wù,to shop,Verb,4
估计,gū jì,to estimate,Verb,4
姑娘,gū niang,girl,Noun,4
鼓励,gǔ lì,to encourage,Verb,4
顾客,gù kè,customer,Noun,4
故意,gù yì,deliberately,Adverb,4
挂,guà,to hang,Verb,4
关键,guān jiàn,crux,Noun/Adjective,4
